id,date,store_nbr,family,predicted_sales
3016945,2017-08-25,1,19,14883.729
3018727,2017-08-26,1,19,16644.467
3020509,2017-08-27,1,19,17038.135
3022291,2017-08-28,1,19,16448.963
3024073,2017-08-29,1,19,15530.95
3025855,2017-08-30,1,19,15303.445
3027637,2017-08-31,1,19,15014.848
3000908,2017-08-16,1,20,13158.497
3002690,2017-08-17,1,20,11248.858
3004472,2017-08-18,1,20,11251.213
3006254,2017-08-19,1,20,12861.248
3008036,2017-08-20,1,20,13116.217
3009818,2017-08-21,1,20,16861.037
3011600,2017-08-22,1,20,15417.37
3013382,2017-08-23,1,20,12313.871
3015164,2017-08-24,1,20,14752.933
3016946,2017-08-25,1,20,14883.729
3018728,2017-08-26,1,20,16644.467
3020510,2017-08-27,1,20,17038.135
3022292,2017-08-28,1,20,16448.963
3024074,2017-08-29,1,20,15530.95
3025856,2017-08-30,1,20,16175.659
3027638,2017-08-31,1,20,15014.848
3000909,2017-08-16,1,21,12957.491
3002691,2017-08-17,1,21,11248.858
3004473,2017-08-18,1,21,11251.213
3006255,2017-08-19,1,21,12861.248
3008037,2017-08-20,1,21,13116.217
3009819,2017-08-21,1,21,16861.037
3011601,2017-08-22,1,21,15417.37
3013383,2017-08-23,1,21,11441.658
3015165,2017-08-24,1,21,14752.933
3016947,2017-08-25,1,21,14883.729
3018729,2017-08-26,1,21,16644.467
3020511,2017-08-27,1,21,17038.135
3022293,2017-08-28,1,21,16448.963
3024075,2017-08-29,1,21,15530.95
3025857,2017-08-30,1,21,15303.445
3027639,2017-08-31,1,21,15014.848
3000910,2017-08-16,1,22,12965.494
3002692,2017-08-17,1,22,12121.072
3004474,2017-08-18,1,22,12123.424
3006256,2017-08-19,1,22,13771.035
3008038,2017-08-20,1,22,14509.922
3009820,2017-08-21,1,22,17733.248
3011602,2017-08-22,1,22,16276.255
3013384,2017-08-23,1,22,12313.871
3015166,2017-08-24,1,22,15552.147
3016948,2017-08-25,1,22,15682.941
3018730,2017-08-26,1,22,17481.25
3020512,2017-08-27,1,22,18491.516
3022294,2017-08-28,1,22,16730.23
3024076,2017-08-29,1,22,16330.164
3025858,2017-08-30,1,22,16102.659
3027640,2017-08-31,1,22,15873.736
3000911,2017-08-16,1,23,12085.278
3002693,2017-08-17,1,23,11248.858
3004475,2017-08-18,1,23,11251.213
3006257,2017-08-19,1,23,12861.248
3008039,2017-08-20,1,23,13116.217
3009821,2017-08-21,1,23,16861.037
3011603,2017-08-22,1,23,15417.37
3013385,2017-08-23,1,23,11441.658
3015167,2017-08-24,1,23,14752.933
3016949,2017-08-25,1,23,14883.729
3018731,2017-08-26,1,23,16644.467
3020513,2017-08-27,1,23,17038.135
3022295,2017-08-28,1,23,16448.963
3024077,2017-08-29,1,23,15530.95
3025859,2017-08-30,1,23,15303.445
3027641,2017-08-31,1,23,15014.848
3000912,2017-08-16,1,24,12085.278
3002694,2017-08-17,1,24,11248.858
3004476,2017-08-18,1,24,6129.243
3006258,2017-08-19,1,24,12861.248
3008040,2017-08-20,1,24,13116.217
3009822,2017-08-21,1,24,16861.037
3011604,2017-08-22,1,24,15417.37
3013386,2017-08-23,1,24,11441.658
3015168,2017-08-24,1,24,14752.933
3016950,2017-08-25,1,24,6176.354
3018732,2017-08-26,1,24,16644.467
3020514,2017-08-27,1,24,17038.135
3022296,2017-08-28,1,24,16448.963
3024078,2017-08-29,1,24,15530.95
3025860,2017-08-30,1,24,15303.445
3027642,2017-08-31,1,24,15014.848
3000913,2017-08-16,1,25,13259.2
3002695,2017-08-17,1,25,12121.072
3004477,2017-08-18,1,25,12131.428
3006259,2017-08-19,1,25,13779.037
3008041,2017-08-20,1,25,14582.924
3009823,2017-08-21,1,25,17957.43
3011605,2017-08-22,1,25,16297.583
3013387,2017-08-23,1,25,12321.875
3015169,2017-08-24,1,25,15625.147
3016951,2017-08-25,1,25,15755.941
3018733,2017-08-26,1,25,17554.877
3020515,2017-08-27,1,25,18504.84
3022297,2017-08-28,1,25,17321.174
3024079,2017-08-29,1,25,16403.164
3025861,2017-08-30,1,25,16175.659
3027643,2017-08-31,1,25,15854.563
3000914,2017-08-16,1,26,12085.278
3002696,2017-08-17,1,26,11248.858
3004478,2017-08-18,1,26,11251.213
3006260,2017-08-19,1,26,12861.248
3008042,2017-08-20,1,26,13116.217
3009824,2017-08-21,1,26,16861.037
3011606,2017-08-22,1,26,15417.37
3013388,2017-08-23,1,26,11441.658
3015170,2017-08-24,1,26,14752.933
3016952,2017-08-25,1,26,14883.729
3018734,2017-08-26,1,26,16644.467
3020516,2017-08-27,1,26,17038.135
3022298,2017-08-28,1,26,16448.963
3024080,2017-08-29,1,26,15530.95
3025862,2017-08-30,1,26,15303.445
3027644,2017-08-31,1,26,15014.848
3000915,2017-08-16,1,27,12085.278
3002697,2017-08-17,1,27,11248.858
3004479,2017-08-18,1,27,11532.48
3006261,2017-08-19,1,27,13142.514
3008043,2017-08-20,1,27,13116.217
3009825,2017-08-21,1,27,17142.303
3011607,2017-08-22,1,27,16276.255
3013389,2017-08-23,1,27,11441.658
3015171,2017-08-24,1,27,14752.933
3016953,2017-08-25,1,27,14883.729
3018735,2017-08-26,1,27,16644.467
3020517,2017-08-27,1,27,17038.135
3022299,2017-08-28,1,27,16448.963
3024081,2017-08-29,1,27,15812.219
3025863,2017-08-30,1,27,15584.714
3027645,2017-08-31,1,27,15014.848
3000916,2017-08-16,1,28,12085.278
3002698,2017-08-17,1,28,11530.126
3004480,2017-08-18,1,28,6143.396
3006262,2017-08-19,1,28,12861.248
3008044,2017-08-20,1,28,13116.217
3009826,2017-08-21,1,28,16861.037
3011608,2017-08-22,1,28,15698.638
3013390,2017-08-23,1,28,11441.658
3015172,2017-08-24,1,28,14752.933
3016954,2017-08-25,1,28,6195.369
3018736,2017-08-26,1,28,16644.467
3020518,2017-08-27,1,28,17038.135
3022300,2017-08-28,1,28,16448.963
3024082,2017-08-29,1,28,15530.95
3025864,2017-08-30,1,28,15303.445
3027646,2017-08-31,1,28,15014.848
3000917,2017-08-16,1,29,12120.833
3002699,2017-08-17,1,29,11284.413
3004481,2017-08-18,1,29,11286.768
3006263,2017-08-19,1,29,12896.803
3008045,2017-08-20,1,29,13151.771
3009827,2017-08-21,1,29,16955.43
3011609,2017-08-22,1,29,15452.925
3013391,2017-08-23,1,29,11477.213
3015173,2017-08-24,1,29,14788.487
3016955,2017-08-25,1,29,14919.283
3018737,2017-08-26,1,29,16680.021
3020519,2017-08-27,1,29,17073.69
3022301,2017-08-28,1,29,16543.354
3024083,2017-08-29,1,29,15566.505
3025865,2017-08-30,1,29,15339.0
3027647,2017-08-31,1,29,15050.402
3000918,2017-08-16,1,30,9029.964
3002700,2017-08-17,1,30,11991.282
3004482,2017-08-18,1,30,11993.635
3006264,2017-08-19,1,30,13641.244
3008046,2017-08-20,1,30,14453.133
3009828,2017-08-21,1,30,17589.295
3011610,2017-08-22,1,30,16086.79
3013392,2017-08-23,1,30,8433.1
3015174,2017-08-24,1,30,15552.147
3016956,2017-08-25,1,30,15164.996
3018738,2017-08-26,1,30,17540.926
3020520,2017-08-27,1,30,17073.69
3022302,2017-08-28,1,30,17366.688
3024084,2017-08-29,1,30,15812.219
3025866,2017-08-30,1,30,8661.566
3027648,2017-08-31,1,30,15844.331
3000919,2017-08-16,1,31,13028.707
3002701,2017-08-17,1,31,11258.339
3004483,2017-08-18,1,31,11260.693
3006265,2017-08-19,1,31,12870.729
3008047,2017-08-20,1,31,13125.697
3009829,2017-08-21,1,31,16929.355
3011611,2017-08-22,1,31,15426.851
3013393,2017-08-23,1,31,11451.139
3015175,2017-08-24,1,31,14788.487
3016957,2017-08-25,1,31,14919.283
3018739,2017-08-26,1,31,16680.021
3020521,2017-08-27,1,31,17073.69
3022303,2017-08-28,1,31,16543.354
3024085,2017-08-29,1,31,15566.505
3025867,2017-08-30,1,31,15339.0
3027649,2017-08-31,1,31,15050.402
3000920,2017-08-16,1,32,12094.759
3002702,2017-08-17,1,32,11258.339
3004484,2017-08-18,1,32,11993.635
3006266,2017-08-19,1,32,12870.729
3008048,2017-08-20,1,32,13125.697
3009830,2017-08-21,1,32,16929.355
3011612,2017-08-22,1,32,15426.851
3013394,2017-08-23,1,32,11451.139
3015176,2017-08-24,1,32,15034.201
3016958,2017-08-25,1,32,15755.941
3018740,2017-08-26,1,32,16925.732
3020522,2017-08-27,1,32,17073.69
3022304,2017-08-28,1,32,16789.068
3024086,2017-08-29,1,32,15566.505
3025868,2017-08-30,1,32,15584.714
3027650,2017-08-31,1,32,15050.402
3001251,2017-08-16,2,0,12636.086
3003033,2017-08-17,2,0,11838.619
3004815,2017-08-18,2,0,11875.674
3006597,2017-08-19,2,0,14458.999
3008379,2017-08-20,2,0,14728.377
3010161,2017-08-21,2,0,17141.617
3011943,2017-08-22,2,0,15784.0205
3013725,2017-08-23,2,0,11982.801
3015507,2017-08-24,2,0,15342.693
3017289,2017-08-25,2,0,15519.985
3019071,2017-08-26,2,0,18254.018
3020853,2017-08-27,2,0,18662.094
3022635,2017-08-28,2,0,16890.303
3024417,2017-08-29,2,0,16060.492
3026199,2017-08-30,2,0,15856.384
3027981,2017-08-31,2,0,15771.496
3001252,2017-08-16,2,1,12636.086
3003034,2017-08-17,2,1,11838.619
3004816,2017-08-18,2,1,11875.674
3006598,2017-08-19,2,1,14458.999
3008380,2017-08-20,2,1,14728.377
3010162,2017-08-21,2,1,17141.617
3011944,2017-08-22,2,1,15784.0205
3013726,2017-08-23,2,1,11982.801
3015508,2017-08-24,2,1,15342.693
3017290,2017-08-25,2,1,15519.985
3019072,2017-08-26,2,1,18254.018
3020854,2017-08-27,2,1,18662.094
3022636,2017-08-28,2,1,16890.303
3024418,2017-08-29,2,1,16060.492
3026200,2017-08-30,2,1,15856.384
3027982,2017-08-31,2,1,15771.496
3001253,2017-08-16,2,2,13514.192
3003035,2017-08-17,2,2,12716.727
3004817,2017-08-18,2,2,12753.779
3006599,2017-08-19,2,2,14759.487
3008381,2017-08-20,2,2,16200.977
3010163,2017-08-21,2,2,18019.719
3011945,2017-08-22,2,2,16662.127
3013727,2017-08-23,2,2,12860.906
3015509,2017-08-24,2,2,15342.693
3017291,2017-08-25,2,2,15820.472
3019073,2017-08-26,2,2,18554.5
3020855,2017-08-27,2,2,18962.576
3022637,2017-08-28,2,2,17190.787
3024419,2017-08-29,2,2,16060.492
3026201,2017-08-30,2,2,15856.384
3027983,2017-08-31,2,2,16071.983
3001254,2017-08-16,2,3,13948.528
3003036,2017-08-17,2,3,12771.596
3004818,2017-08-18,2,3,12852.31
3006600,2017-08-19,2,3,14978.85
3008382,2017-08-20,2,3,15805.1455
3010164,2017-08-21,2,3,18101.076
3011946,2017-08-22,2,3,16763.205
3013728,2017-08-23,2,3,13267.292
3015510,2017-08-24,2,3,6776.7593
3017292,2017-08-25,2,3,6856.0815
3019074,2017-08-26,2,3,9046.145
3020856,2017-08-27,2,3,10952.915
3022638,2017-08-28,2,3,8270.338
3024420,2017-08-29,2,3,7381.2383
3026202,2017-08-30,2,3,7456.2764
3027984,2017-08-31,2,3,7102.5713
3001255,2017-08-16,2,4,12115.533
3003037,2017-08-17,2,4,11318.066
3004819,2017-08-18,2,4,11310.754
3006601,2017-08-19,2,4,12992.96
3008383,2017-08-20,2,4,13247.929
3010165,2017-08-21,2,4,16782.879
3011947,2017-08-22,2,4,15425.284
3013729,2017-08-23,2,4,11462.248
3015511,2017-08-24,2,4,14822.142
3017293,2017-08-25,2,4,14952.9375
3019075,2017-08-26,2,4,16785.846
3020857,2017-08-27,2,4,17179.514
3022639,2017-08-28,2,4,16370.804
3024421,2017-08-29,2,4,15538.864
3026203,2017-08-30,2,4,15333.701
3027985,2017-08-31,2,4,15248.813
3001256,2017-08-16,2,5,13216.404
3003038,2017-08-17,2,5,12418.938
3004820,2017-08-18,2,5,12267.41
3006602,2017-08-19,2,5,13986.034
3008384,2017-08-20,2,5,14797.925
3010166,2017-08-21,2,5,17909.54
3011948,2017-08-22,2,5,16548.494
3013730,2017-08-23,2,5,12538.786
3015512,2017-08-24,2,5,15915.638
3017294,2017-08-25,2,5,15901.061
3019076,2017-08-26,2,5,17276.488
3020858,2017-08-27,2,5,18227.076
3022640,2017-08-28,2,5,17485.479
3024422,2017-08-29,2,5,16653.543
3026204,2017-08-30,2,5,16363.802
3027986,2017-08-31,2,5,16308.028
3001257,2017-08-16,2,6,11472.459
3003039,2017-08-17,2,6,10674.993
3004821,2017-08-18,2,6,10667.68
3006603,2017-08-19,2,6,12349.886
3008385,2017-08-20,2,6,12604.8545
3010167,2017-08-21,2,6,16139.807
3011949,2017-08-22,2,6,14782.21
3013731,2017-08-23,2,6,10819.174
3015513,2017-08-24,2,6,14179.067
3017295,2017-08-25,2,6,14309.863
3019077,2017-08-26,2,6,16142.773
3020859,2017-08-27,2,6,16536.441
3022641,2017-08-28,2,6,15727.7295
3024423,2017-08-29,2,6,15754.679
3026205,2017-08-30,2,6,14690.628
3027987,2017-08-31,2,6,14605.74
3001258,2017-08-16,2,7,12927.7705
3003040,2017-08-17,2,7,11558.528
3004822,2017-08-18,2,7,11551.215
3006604,2017-08-19,2,7,13342.96
3008386,2017-08-20,2,7,14154.851
3010168,2017-08-21,2,7,17261.857
3011950,2017-08-22,2,7,15688.087
3013732,2017-08-23,2,7,11702.709
3015514,2017-08-24,2,7,15271.407
3017296,2017-08-25,2,7,15259.143
3019078,2017-08-26,2,7,16634.107
3020860,2017-08-27,2,7,17584.002
3022642,2017-08-28,2,7,16626.229
3024424,2017-08-29,2,7,16010.47
3026206,2017-08-30,2,7,15720.729
3027988,2017-08-31,2,7,15666.11
3001259,2017-08-16,2,8,6918.6406
3003041,2017-08-17,2,8,11751.532
3004823,2017-08-18,2,8,11983.686
3006605,2017-08-19,2,8,13001.173
3008387,2017-08-20,2,8,14422.153
3010169,2017-08-21,2,8,17470.66
3011951,2017-08-22,2,8,16231.908
3013733,2017-08-23,2,8,12256.2
3015515,2017-08-24,2,8,15055.227
3017297,2017-08-25,2,8,15259.836
3019079,2017-08-26,2,8,16633.414
3020861,2017-08-27,2,8,17584.695
3022643,2017-08-28,2,8,16842.408
3024425,2017-08-29,2,8,16011.626
3026207,2017-08-30,2,8,15695.702
3027989,2017-08-31,2,8,15703.433
3001260,2017-08-16,2,9,12649.701
3003042,2017-08-17,2,9,11550.525
3004824,2017-08-18,2,9,5754.237
3006606,2017-08-19,2,9,13272.657
3008388,2017-08-20,2,9,14092.55
3010170,2017-08-21,2,9,17045.682
3011952,2017-08-22,2,9,15688.087
3013734,2017-08-23,2,9,11712.375
3015516,2017-08-24,2,9,15055.227
3017298,2017-08-25,2,9,5884.515
3019080,2017-08-26,2,9,17128.469
3020862,2017-08-27,2,9,18007.092
3022644,2017-08-28,2,9,16842.408
3024426,2017-08-29,2,9,16010.47
3026208,2017-08-30,2,9,15719.572
3027990,2017-08-31,2,9,15664.954
3001261,2017-08-16,2,10,11683.419
3003043,2017-08-17,2,10,10472.097
3004825,2017-08-18,2,10,12163.906
3006607,2017-08-19,2,10,12156.655
3008389,2017-08-20,2,10,12411.624
3010171,2017-08-21,2,10,16091.84
3011953,2017-08-22,2,10,14734.243
3013735,2017-08-23,2,10,10758.533
